ImageId;f1;f2;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f3;f4;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29
IM_000119;0.0755994463492253;0.08068900421207362;0.11395877192950842;0.05368784506321445;-0.3262993362577773;-0.012573846061698868;-0.16117709658370008;0.012179134179308484;-0.9444444444444444;0.05222222222222217;-0.48671180746971027;0.2344790991283087;14.0;12.0;2.0;5.3558829359041436e-08;2.1780672357356788e-08;0.4;0.7137254901960784;0.5651222396740773;0.012179134179308484;0.19607843137254902;0.5843137254901961;0.36314680635669216;0.018152610988447445;0.2;0.6078431372549019;0.3637473236867871;0.019285635723360443
IM_000562;0.12143929133570043;0.12338014649958719;0.03411139071229335;0.022097506720755982;-0.27635933769925736;0.03736615249682107;-0.06623614301586643;0.009866813769956765;-0.11308439587128108;-0.05523627075351209;-0.0849498976788226;0.00031447876362518986;1.0;4.0;2.0;1.064305314813714e-07;1.7420673584270266e-07;0.5137254901960784;0.8274509803921568;0.723839737097909;0.00986539669024837;0.3686274509803922;0.7764705882352941;0.6224841481915313;0.01716014317808983;0.2549019607843137;0.6823529411764706;0.5091051811722408;0.018312271178740624
IM_000208;0.09888733465851923;0.11826096345922599;0.0787613765808799;0.039892536130615476;-0.33269968782314213;0.024163057274897093;-0.12303407639709488;0.013442324553464736;-0.1928571428571429;-0.11904761904761907;-0.16036023196502838;0.0004744529949052124;12.0;6.0;4.0;2.432401327653467e-08;7.32589825188315e-08;0.4470588235294118;0.803921568627451;0.6567065694863676;0.013436574317964148;0.25098039215686274;0.7568627450980392;0.5084276914770914;0.02721221744011993;0.16862745098039217;0.6705882352941176;0.3910016932930869;0.02748467399755331
IM_000734;0.06947245320913838;0.08918123037038175;0.050929142707605464;0.026125613867037795;-0.17151273290126934;0.016722561216377718;-0.0713586419991651;0.003970652646564258;0.007168458781361984;0.0462962962962963;0.03853566096927334;0.014932346166053398;30.0;9.0;8.0;3.99170671473095e-08;1.7328166215986855e-08;0.8117647058823529;1.0;0.9119186686955943;0.003970630584414787;0.4588235294117647;0.8705882352941177;0.6366048509814167;0.017612104504426365;0.42745098039215684;0.8431372549019608;0.5960989255906177;0.017474816556071176
IM_000407;0.04665944232518757;0.04474189902144603;0.08863247732855303;0.04972510213046681;-0.4655173651677618;-0.08120363967756572;-0.29017267713034933;0.013189727229631737;0.0032679738562091387;0.9958333333333333;0.28756582576093775;0.18538454866135226;49.0;20.0;3.0;1.7631931286979004e-08;2.4129999366092402e-08;0.23137254901960785;0.615686274509804;0.40671723705702034;0.013189727229631737;0.11372549019607843;0.4392156862745098;0.21098274969640843;0.010227642745183542;0.10980392156862745;0.3843137254901961;0.19031331350432495;0.00717296177234484
IM_000035;0.06688146970499911;0.06423647176588353;0.13122875908477769;0.11424539032495079;-0.051797565857499395;0.07761419884838294;0.02897167397056397;0.0020913467599031504;-0.0419858156028369;-0.005964912280701784;-0.02722975274747778;0.00014330030643215934;12.0;19.0;15.0;9.06060138210842e-08;3.1610116684017586e-08;0.6588235294117647;0.788235294117647;0.7395927692398282;0.0020913467599031504;0.5098039215686274;0.7294117647058823;0.6440558205264085;0.005109410666940516;0.36470588235294116;0.6352941176470588;0.5296845080374492;0.007946152807129271
IM_000141;0.06083419284774862;0.06299918687207696;0.047619234029884966;0.033280141399056565;-0.31595178620990455;0.052675664770487574;-0.09430555688600134;0.015828010413427206;-0.136872235232891;-0.047619047619047644;-0.09088133814865326;0.0014424671763069324;9.0;3.0;9.0;2.2419423321165422e-08;1.492155487126914e-08;0.4196078431372549;0.788235294117647;0.6412534175930323;0.015827825610694898;0.2196078431372549;0.7176470588235294;0.45141238683060203;0.02768688528865324;0.16862745098039217;0.6039215686274509;0.3252418919140158;0.020159395737577485
IM_000612;0.04434083878680322;0.05876905633403581;0.41443356509367096;0.2746177894301364;-0.018974335027728384;0.08298644928599708;0.04092189499162061;0.0009279751077451255;0.028846153846153827;0.10784313725490192;0.10086345417238402;0.02489556709849061;9.0;19.0;6.0;1.4634996056845024e-07;3.4228679217285407e-08;0.6470588235294118;0.7490196078431373;0.7069550535487605;0.0009279751077451255;0.48627450980392156;0.6823529411764706;0.5965175435353274;0.003575175741312001;0.3764705882352941;0.6196078431372549;0.513632442291813;0.005322143461213961
IM_000240;0.07651814559110513;0.08553983065208241;0.07240620484182428;0.06456974592692882;-0.5882554204090928;-0.05492208707575952;-0.3603754086329858;0.03298570265626552;-0.18333333333333346;0.3222222222222222;-0.10125131295173272;0.02599724529484739;25.0;7.0;3.0;4.590878885354795e-08;2.7919459686815568e-08;0.23137254901960785;0.7686274509803922;0.4620711736046524;0.033366173136242655;0.20392156862745098;0.7176470588235294;0.39247438032921556;0.02572218844813721;0.1803921568627451;0.6392156862745098;0.34477614854137917;0.0184013411353468
IM_000385;0.10790682505545761;0.1458709075973085;0.10393762810377247;0.040418942261187044;-0.11249716171653301;0.02475774024425126;-0.014237038586785303;0.0020300192982495714;-0.01066114434729256;0.012123805448580778;0.0024955568212873436;5.2512094025997445e-05;3.0;6.0;10.0;4.462413235937137e-07;1.278093649911186e-07;0.6470588235294118;0.7843137254901961;0.7453189466591595;0.002030019298249571;0.39215686274509803;0.6549019607843137;0.5724542570833449;0.006894735663474706;0.22745098039215686;0.5882352941176471;0.46384348184590013;0.01271429067047211
IM_000879;0.06613381603811085;0.05045732608460787;0.09349290156617668;0.07442151248221586;-0.6235414274607506;-0.023541427460750608;-0.32140873392868213;0.039095221943692186;0.008032128514056224;0.9888888888888889;0.41296169921166365;0.20547411450033873;7.0;2.0;1.0;2.3368374529345804e-08;2.806865742487109e-08;0.3686274509803922;0.9686274509803922;0.670752806095235;0.03910014120575698;0.1607843137254902;0.6549019607843137;0.3751119826916073;0.026600130228215543;0.2196078431372549;0.5882352941176471;0.37009989080706956;0.012143473602591093
IM_000881;0.09816444034572568;0.07218258660586481;0.08458317859611858;0.04575979789219903;-0.3472713825015654;-0.05315373544274182;-0.1646934518390628;0.008673209939728426;0.041666666666666664;0.09523809523809522;0.06840379939495089;0.0014102432662974932;10.0;4.0;2.0;3.561877214645629e-08;2.165352273708907e-07;0.28627450980392155;0.5803921568627451;0.46885130891829657;0.008672914618045055;0.17647058823529413;0.5450980392156862;0.3751387560891433;0.014783396449204112;0.11764705882352941;0.5176470588235295;0.314230160660975;0.017096520443630588
IM_000527;0.08191187245136095;0.07084462368401506;0.11032627866784223;0.06540067612870314;-0.4867359105845609;-0.035755518427698085;-0.2420799487750604;0.02360288115632549;-0.9796296296296296;-0.07863247863247869;-0.9042376951535859;0.045351047557445415;17.0;9.0;7.0;2.3415192134390644e-08;6.697575431878859e-08;0.2549019607843137;0.7058823529411765;0.4995531542832724;0.023605455976729244;0.12941176470588237;0.5490196078431373;0.3342218896631281;0.019580227363092763;0.09411764705882353;0.5137254901960784;0.2914121113578026;0.017771987740507162
IM_000660;0.06399384073777842;0.06632212062822657;0.48951310399159254;0.2998499376836774;-0.0404335315270572;0.12819391945333491;0.0500867943412382;0.002983847206261428;-0.9368686868686869;0.042735042735042805;-0.36160701611912816;0.19831179631040566;46.0;39.0;20.0;5.313948716531666e-08;3.9915419014376057e-08;0.5607843137254902;0.7215686274509804;0.6501921550449599;0.0028152078727018046;0.3686274509803922;0.6235294117647059;0.5095348893574735;0.005798316707544386;0.2980392156862745;0.6823529411764706;0.5197776545723357;0.012992152549100529
IM_000691;0.10928835809536988;0.10173809894437046;0.11680820138396847;0.09558834594415805;-0.2473770980933112;0.046740548965512274;-0.08878274003253324;0.00957034884038321;0.029411764705882252;0.057471264367816084;0.04740273133379155;0.0020638475729449312;4.0;1.0;3.0;4.66204964016727e-08;3.5170486628218264e-08;0.6588235294117647;0.9529411764705882;0.8174178874725427;0.00957034884038321;0.33725490196078434;0.8705882352941177;0.6016817429706373;0.0330523375720112;0.23137254901960785;0.8470588235294118;0.51979190088267;0.045545740987569444
IM_000484;0.1165938612927702;0.11436160411829904;0.06760269329016487;0.0377320055800143;-0.3255931259444705;0.035191187781019706;-0.14281355756080646;0.01535351188901748;-0.13333333333333333;-0.04999999999999985;-0.10106621082344971;0.0007303402400740034;9.0;8.0;6.0;9.784700031065942e-08;1.8304518775885584e-08;0.42745098039215684;0.788235294117647;0.6101802795235005;0.015336850678920329;0.23529411764705882;0.7607843137254902;0.4602429743522873;0.031413622867335546;0.17647058823529413;0.7098039215686275;0.37615026348836483;0.03183229482833946
IM_000857;0.061749673081868996;0.0467306375718586;0.18911697815302583;0.11840887281472916;-0.24289723749438252;-0.07034821788653933;-0.15872768199436982;0.00273605331233741;-0.02766614246607258;-0.00570918822479928;-0.015564584854101927;4.062746216955034e-05;17.0;9.0;9.0;2.7289739826984754e-07;1.232223740956541e-07;0.47058823529411764;0.6431372549019608;0.5547577907941302;0.00273605331233741;0.21568627450980393;0.4666666666666667;0.32177872442159944;0.005590955867573059;0.11372549019607843;0.36470588235294116;0.20699622912161356;0.006064803596394223
IM_000203;0.11873094630255533;0.10262285090730688;0.09951186286359814;0.08446031013255619;-0.10824014292729622;0.06430887668054697;0.022291419668723084;0.0033579512950895696;-0.02618135376756066;0.012882447665056362;-0.006205751234610714;0.00014278925336790456;12.0;9.0;16.0;6.799706891253881e-08;9.053156063551521e-08;0.8274509803921568;1.0;0.9579825429881762;0.0033579512950895696;0.5411764705882353;0.9058823529411765;0.7669603986561414;0.013516454365798836;0.3686274509803922;0.8235294117647058;0.6393009102783437;0.02110576513710999
IM_000113;0.08296832894581256;0.09757992627793635;0.03819557981504648;0.015314176287876395;-0.5757908346518977;-0.00324181504405463;-0.25097877319805234;0.03630800569517037;-0.9346320346320348;0.04911180773249724;-0.723100829345759;0.13782232094455135;9.0;4.0;3.0;9.546735122146283e-09;1.3827794947344138e-08;0.25098039215686274;0.8235294117647058;0.575788792767345;0.03630849686862689;0.1411764705882353;0.7529411764705882;0.40464851461947193;0.04588176217411151;0.1411764705882353;0.7607843137254902;0.36480027123072406;0.04715931086997439
IM_000351;0.06930035107831196;0.07092319266317977;0.028142794484819773;0.012995893568869299;-0.15445241763858997;-0.0015112411680017201;-0.07064918867343513;0.002492821553677537;-0.018455925747089458;0.0067836257309941556;-0.005810171781252776;6.949955487975851e-05;4.0;1.0;3.0;3.2396686875969507e-08;1.0231120460952852e-07;0.5843137254901961;0.7372549019607844;0.668116954455351;0.002492821553677537;0.27450980392156865;0.5686274509803921;0.4127725633493349;0.010154143323100951;0.1450980392156863;0.47058823529411764;0.2776527907143369;0.011598282273070115
IM_000797;0.1080984477124183;0.10542598549836601;0.3165822836563682;0.18718388248269713;-0.2262337865916908;0.05219758595732882;-0.042974812429109055;0.007165333773305677;-0.00797872340425531;0.017857142857142863;0.007396307437882049;6.693843408600092e-05;42.0;39.0;25.0;7.3215720045271e-08;3.4333627680295774e-08;0.6705882352941176;0.9490196078431372;0.8538472094566996;0.007165333773305677;0.35294117647058826;0.6941176470588235;0.5268315333946078;0.010488368733393968;0.21568627450980393;0.615686274509804;0.3863502253114787;0.01562565194189439
IM_000221;0.050015802635561046;0.052395335833251594;0.04902519540060919;0.0481128490902185;-0.6476452870121355;-0.08686097328664533;-0.37496808581398566;0.035525562362890374;-0.04545454545454545;0.0029411764705882526;-0.02028046670043058;0.0004306739039009632;9.0;5.0;1.0;3.65007859957312e-08;2.015431925706618e-08;0.17647058823529413;0.7372549019607844;0.4491477894334441;0.03552556236289036;0.08235294117647059;0.5529411764705883;0.253706493499961;0.024589857925639853;0.0196078431372549;0.3764705882352941;0.12706397003438957;0.01332997910347012
IM_000501;0.17354833664830746;0.19930348109716076;0.26267633773557636;0.22900013067777292;-0.3381161528818617;0.022668160843628438;-0.16033987245751177;0.015560776717063423;-0.060126582278481;0.0015723270440251985;-0.024149231781349274;0.005346620831558002;56.0;15.0;8.0;4.6702616996963266e-08;1.296836512003743e-08;0.5568627450980392;0.9176470588235294;0.7346390255223891;0.015560776717063424;0.2784313725490196;0.8313725490196079;0.5250439015706405;0.03861434406048135;0.19607843137254902;0.7686274509803922;0.4312466881453697;0.04005742348470542
IM_000705;0.08138917180915863;0.08569817478246466;0.05363524088269102;0.023408579124262186;-0.4485143845068638;0.07305424294411655;-0.21822801437196665;0.026333572860651428;0.005747126436781609;0.9935897435897436;0.3800660726600918;0.21571766613484064;47.0;34.0;26.0;4.520176755338836e-08;2.5858965074433065e-08;0.13725490196078433;0.6588235294117647;0.36754127209568144;0.026333572860651428;0.050980392156862744;0.5568627450980392;0.23727156183353124;0.023816607908119916;0.047058823529411764;0.5411764705882353;0.23095008384035087;0.02182640915376137
IM_000880;0.1970512711584393;0.0795352774394945;0.2501255809838219;0.13285289299887457;-0.42360799090998047;0.031293969874333305;-0.09910306456133156;0.020209905756062234;0.004629629629629614;0.9927536231884058;0.14942879127300496;0.10701871242208925;27.0;25.0;10.0;5.461370712674484e-08;3.967997600615925e-08;0.5372549019607843;0.9921568627450981;0.8617598283094333;0.020209905756062237;0.14901960784313725;0.7176470588235294;0.4979778201830803;0.027698245241748406;0.09411764705882353;0.6941176470588235;0.4543974244988098;0.03181425558322512
IM_000737;0.1083801697306254;0.07946662486844756;0.09742224097472757;0.04874001319475956;-0.03224504157611929;0.0657941741101552;0.03828876895354872;0.0011223955707923997;-0.035947712418300665;0.022675736961451178;-0.009459990032506044;0.0007721476241593487;50.0;31.0;19.0;8.04061130262926e-09;2.7052165701527873e-08;0.9019607843137255;1.0;0.9724945948433935;0.0011223955707923999;0.6;0.9411764705882353;0.7689049861792199;0.010918468109338301;0.49411764705882355;0.9019607843137255;0.6974875662738131;0.016111378055878145
IM_000165;0.13893450274711427;0.07226549725288572;0.5574269257287252;0.37489984682200933;-0.17620070739328997;0.08654439064592567;-0.02934733776780483;0.0070290958402041024;-0.9316239316239315;0.012077294685990392;-0.8413391521725136;0.04692468423883736;13.0;10.0;4.0;2.803732139814066e-08;8.10586408236228e-08;0.4627450980392157;0.7254901960784313;0.6095984676647007;0.007029095840204101;0.16862745098039217;0.6313725490196078;0.3999902414436211;0.02002766938921842;0.08627450980392157;0.6196078431372549;0.30722750138615856;0.029615020171554967
IM_000532;0.16366988172138158;0.08188118004479909;0.3691466863055608;0.2319599008529213;-0.18140757238774452;0.0029061531024515697;-0.08021350835384852;0.003744447547187612;-0.02672101449275371;0.012851731601731572;-0.0009232813666196796;0.00013723057273732194;10.0;2.0;14.0;5.949059822650443e-08;4.190457021158557e-08;0.6196078431372549;0.803921568627451;0.720801907171151;0.0037444475471876113;0.3058823529411765;0.6431372549019608;0.4803894675293353;0.013149220642316519;0.1607843137254902;0.5803921568627451;0.3695320212856401;0.021159994330655168
IM_000455;0.09722809667062433;0.16944698711614087;0.0814183182231266;0.04571322893391342;-0.2649591568952978;0.017393784281172775;-0.1226776155587401;0.00891640334929035;-0.09533730158730166;-0.061111111111111144;-0.07631017679981383;0.00013143564754600554;18.0;9.0;6.0;5.0164965475534916e-08;2.3881618050187578e-08;0.6196078431372549;0.9019607843137255;0.7618890607384242;0.008916340587159422;0.34509803921568627;0.8196078431372549;0.5547777273290131;0.023545418534685635;0.21176470588235294;0.7568627450980392;0.4160147176182452;0.03053652504225344
IM_000300;0.08319741458181124;0.06121839806751838;0.188964148837926;0.2012924306588853;-0.32780297877407366;0.0721970212259263;-0.08665826644133928;0.016460992961894003;-0.10972222222222232;-0.0394736842105264;-0.060066229503427555;0.015092648092138788;7.0;4.0;2.0;1.5790953434990293e-08;7.714952086893325e-08;0.4235294117647059;0.8235294117647058;0.6646736304458003;0.016460854836895356;0.23529411764705882;0.7647058823529411;0.5180335880575796;0.02834041899016649;0.19607843137254902;0.7098039215686275;0.434611068327969;0.03002654102805277
IM_000429;0.06267398717816475;0.06429781541183348;0.057050257996199435;0.06739006936567211;-0.16223038953465196;0.014240198700642193;-0.07792041494701683;0.003076803454510455;-0.6321839080459771;-0.5855855855855856;-0.5933175307261224;0.006186605217863248;23.0;13.0;6.0;3.37365457616214e-08;2.8822806198435054e-08;0.4666666666666667;0.6431372549019608;0.5509694520243933;0.0030752061508419557;0.2784313725490196;0.5843137254901961;0.4128346508378578;0.009276557027535258;0.15294117647058825;0.5607843137254902;0.3148248610352435;0.0177777435105118
IM_000722;0.07358793880282644;0.08530877082937012;0.06286171341547568;0.01876105360235194;-0.16509902918902086;-0.00039314683607971634;-0.06759366920917542;0.002886373431010456;-1.4224732503009818e-16;0.03108003108003104;0.020743772438048185;0.0009330371468300313;13.0;3.0;3.0;4.785030125684733e-08;6.359182022201537e-08;0.592156862745098;0.7568627450980392;0.6896622227249434;0.002886373431010455;0.26666666666666666;0.6352941176470588;0.4661076177695971;0.014354305767329864;0.16470588235294117;0.615686274509804;0.3910809249842757;0.022069843604287043
IM_000176;0.07853723466361534;0.07327682164568884;0.22507788644570326;0.13229336571861258;-0.1846930306175174;0.007463832127580616;-0.08327634643689798;0.00389333267664565;-0.028568202348690182;0.0011158935118762703;-0.012497599325387798;8.126876146663268e-05;4.0;6.0;4.0;4.0969360487564806e-07;1.0764122048204733e-07;0.5294117647058824;0.7215686274509804;0.6308284488865017;0.0038933326766456494;0.2784313725490196;0.5686274509803921;0.4188527971728588;0.008792279756146883;0.16862745098039217;0.5176470588235295;0.33006646231693665;0.012628648753949595
IM_000317;0.15561950301907654;0.09717506336111889;0.14826335378847555;0.12790272425399046;-0.4024962821464762;0.052405678637837516;-0.12272746945845701;0.026446208679307814;-0.141812865497076;-0.05882352941176479;-0.09088861334229142;0.00105927333991471;4.0;3.0;3.0;5.4072281569682176e-08;1.340608115938005e-08;0.4823529411764706;0.9372549019607843;0.7621108406746077;0.0264427374220524;0.0784313725490196;0.8705882352941177;0.504707563702677;0.07775193143112782;0.011764705882352941;0.796078431372549;0.36692645134809265;0.0835388649195796
IM_000837;0.08424030642233835;0.07267411191994091;0.06406267201263693;0.04402071116028321;-0.1358213160475683;0.021041429050470906;-0.04002945587536722;0.0025568598712396866;-0.009599673202614373;0.007277397260273988;-0.0005107156482205182;2.6697111370769817e-05;5.0;2.0;3.0;5.209843399877209e-08;8.561312410995775e-08;0.7215686274509804;0.8784313725490196;0.8173604876231817;0.0025568598712396866;0.40784313725490196;0.6862745098039216;0.5634885468407194;0.008355734893948513;0.2549019607843137;0.6078431372549019;0.44887126257113147;0.013157733326525835
IM_000524;0.07402160662905988;0.06495708779358711;0.050568514525495475;0.0373173598384267;-0.4098266301367714;-0.025512904646575296;-0.23457673254370448;0.015097891330998283;0.010638297872340436;0.06565656565656566;0.05672680083249615;0.017848283593271497;39.0;13.0;1.0;1.6185247500745594e-08;1.1402191899108678e-08;0.38823529411764707;0.7725490196078432;0.563485191710714;0.015097891330998283;0.2549019607843137;0.6627450980392157;0.40487447130878523;0.018237301776520994;0.22745098039215686;0.6352941176470588;0.3566436189376329;0.0176883784664829
IM_000537;0.09069862402498585;0.11661149221980543;0.18026321402175935;0.1674508926046521;-0.35664433993411004;0.04335566006588998;-0.12738355801061327;0.01729014363129643;0.010510510510510503;0.032828282828282825;0.02319312878275501;4.590579082058454e-05;16.0;15.0;9.0;2.89835459095168e-08;6.753544053782415e-08;0.5137254901960784;0.9137254901960784;0.7429862721195751;0.01729014363129643;0.2784313725490196;0.6862745098039216;0.47293145620702565;0.017416253929654037;0.17647058823529413;0.6078431372549019;0.3514285600465298;0.019303017783827797
IM_000192;0.11885534225251537;0.10297612525644852;0.09985139165771598;0.08737997061510282;-0.4163937122569534;0.03458667989990938;-0.08698547391504974;0.019795841787073234;-0.12384259259259256;-0.05740740740740734;-0.08535439086883595;0.0004092392003106657;2.0;6.0;5.0;1.270887499606814e-07;4.367125199187188e-08;0.4470588235294118;0.8980392156862745;0.7764670618713155;0.019795841787073234;0.2823529411764706;0.8431372549019608;0.6558049618460011;0.03181270986922295;0.20392156862745098;0.7372549019607844;0.5210061723963784;0.029891502551494812
